reactome_id	name	snps
R-HSA-549127	Organic cation transport	rs7758229, rs2073643, rs272889, rs10479002, rs9364554, rs16928809, rs651164, rs1564348
R-HSA-1234162	Oxygen-dependent asparagine hydroxylation of Hypoxia-inducible Factor Alpha	rs7579899
R-HSA-1234176	Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	rs831571, rs16912145, rs9357155, rs7579899
R-HSA-141334	PAOs oxidise polyamines to amines	
R-HSA-5651801	PCNA-Dependent Long Patch Base Excision Repair	rs690705
R-HSA-1483196	PI and PC transport between ER and Golgi membranes	
R-HSA-198203	PI3K/AKT activation	rs7578326, rs2943641
R-HSA-6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	rs9290936, rs3782181, rs6902771, rs995030, rs4338740, rs7578326, rs10748128, rs543650, rs12821256, rs3805236, rs1342326, rs2115386, rs7111341, rs7626795, rs152528, rs11979158, rs2439312, rs2981579, rs7677751, rs11158493, rs2121875, rs1999805, rs2114039, rs1219648, rs2283792, rs2943641, rs10243024, rs9282641, rs17369571, rs2504063, rs4675374, rs454305, rs891088, rs1458038, rs1350666, rs1420101, rs1484170
R-HSA-167021	PLC-gamma1 signalling	
R-HSA-110362	POLB-Dependent Long Patch Base Excision Repair	rs3219090
R-HSA-375276	Peptide ligand-binding receptors	rs12970134, rs882300, rs6842241, rs710446, rs572169, rs571312, rs10871777, rs1010254, rs3093023, rs3093024, rs630923, rs4785763, rs13314993, rs154659, rs1403543, rs3758354, rs6421571, rs1746048, rs951005, rs2274459
R-HSA-2393930	Phosphate bond hydrolysis by NUDT proteins	
R-HSA-156711	Polo-like kinase mediated events	rs438034
R-HSA-69091	Polymerase switching	rs2277339, rs690705
R-HSA-438064	Post NMDA receptor activation events	rs4764043, rs263238, rs4764039, rs1127065, rs242557, rs7798500, rs12658202, rs8070723, rs2160519, rs758642, rs7805747, rs7795096, rs10491334, rs3110496, rs3885683, rs2439312, rs13224682, rs10501570, rs2283792, rs17148090, rs10898392, rs3743200, rs12807809
R-HSA-389957	Prefoldin mediated transfer of substrate  to CCT/TriC	
R-HSA-196108	Pregnenolone biosynthesis	rs4723738
R-HSA-500657	Presynaptic function of Kainate receptors	rs291353, rs1869901, rs6118083, rs6056209
R-HSA-5693607	Processing of DNA double-strand break ends	rs13194491, rs2244012, rs11661542, rs3768716, rs690705, rs2069408, rs6435862, rs2718812, rs12913832, rs730566, rs365132, rs1667394, rs1801516
R-HSA-69183	Processive synthesis on the lagging strand	rs2277339
R-HSA-71032	Propionyl-CoA catabolism	
R-HSA-5673000	RAF activation	rs11158493, rs11065987, rs10758669, rs1127065
R-HSA-1810476	RIP-mediated NFkB activation via ZBP1	rs7665090, rs2073145, rs8016947
R-HSA-5659996	RPIA deficiency: failed conversion of R5P to RU5P	
R-HSA-6791461	RPIA deficiency: failed conversion of RU5P to R5P	
R-HSA-8877330	RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs)	rs12251307, rs706779, rs3818361, rs6701713, rs2104286, rs7911500, rs3118470, rs1024161, rs7090512, rs231735, rs12034383
R-HSA-8939243	RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known	rs2251219
R-HSA-8931987	RUNX1 regulates estrogen receptor mediated transcription	rs1999805, rs543650, rs2504063, rs6902771
R-HSA-8935964	RUNX1 regulates expression of components of tight junctions	
R-HSA-8936459	RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function	rs9623117, rs139909, rs8028182, rs13194491, rs2517388, rs10506328, rs12484776, rs6065
R-HSA-8939245	RUNX1 regulates transcription of genes involved in BCR signaling	rs16933812, rs7812879, rs1600249, rs2736340
R-HSA-8939256	RUNX1 regulates transcription of genes involved in WNT signaling	rs1999805, rs543650, rs2504063, rs6902771
R-HSA-8939236	RUNX1 regulates transcription of genes involved in differentiation of HSCs	rs831571, rs4857855, rs13194491, rs110419, rs501764, rs9357155
R-HSA-8939242	RUNX1 regulates transcription of genes involved in differentiation of keratinocytes	
R-HSA-8939246	RUNX1 regulates transcription of genes involved in differentiation of myeloid cells	
R-HSA-8939247	RUNX1 regulates transcription of genes involved in interleukin signaling	
R-HSA-8941326	RUNX2 regulates bone development	rs8083432, rs1992950, rs6625163, rs2016266, rs7498403, rs2283792, rs4724100, rs1424233, rs5031002, rs10876432, rs5919432
R-HSA-8941332	RUNX2 regulates genes involved in cell migration	rs4132509
R-HSA-8941333	RUNX2 regulates genes involved in differentiation of myeloid cells	
R-HSA-8949275	RUNX3 Regulates Immune Response and Cell Migration	rs10903122
R-HSA-8952158	RUNX3 regulates BCL2L11 (BIM) transcription	rs744910, rs2153960, rs10903122, rs9480865
R-HSA-8941855	RUNX3 regulates CDKN1A transcription	rs744910, rs10903122, rs1321311, rs7193343
R-HSA-8941856	RUNX3 regulates NOTCH signaling	rs2273061, rs10903122
R-HSA-8951911	RUNX3 regulates RUNX1-mediated transcription	rs10903122
R-HSA-8951430	RUNX3 regulates WNT signaling	rs10903122, rs956237, rs9642880, rs7903146, rs7901695
R-HSA-8951671	RUNX3 regulates YAP1-mediated transcription	rs10903122
R-HSA-8951936	RUNX3 regulates p14-ARF	rs10903122
R-HSA-110330	Recognition and association of DNA glycosylase with site containing an affected purine	
R-HSA-110328	Recognition and association of DNA glycosylase with site containing an affected pyrimidine	
R-HSA-380320	Recruitment of NuMA to mitotic centrosomes	rs2236164, rs16861990, rs7798500, rs13224682, rs1007738, rs784411, rs2301436, rs4906172
R-HSA-159418	Recycling of bile acids and salts	rs4149081, rs16856332, rs11568563, rs4363657, rs552976
R-HSA-72731	Recycling of eIF2:GDP	
R-HSA-3248023	Regulation by TREX1	
R-HSA-3371378	Regulation by c-FLIP	rs2234978, rs13278062
R-HSA-176408	Regulation of APC/C activators between G1/S and early anaphase	rs831571, rs16912145, rs1493682, rs2069408, rs9357155
R-HSA-9617629	Regulation of FOXO transcriptional activity by acetylation	rs2755237, rs2153960, rs9480865
R-HSA-170822	Regulation of Glucokinase by Glucokinase Regulatory Protein	rs1260326, rs4607517, rs780094, rs730497, rs3757840, rs4294134, rs780092, rs12199222
R-HSA-912694	Regulation of IFNA signaling	rs12720356, rs2066808, rs280519
R-HSA-877312	Regulation of IFNG signaling	rs10758669, rs1893217
R-HSA-9022692	Regulation of MECP2 expression and activity	rs2038256, rs9623117, rs139909, rs10491334, rs8028182, rs1127065, rs12484776, rs12423712
R-HSA-2565942	Regulation of PLK1 Activity at G2/M Transition	rs2236164, rs7798500, rs13224682, rs1007738, rs784411, rs2301436, rs4906172, rs1561570
R-HSA-8943724	Regulation of PTEN gene transcription	rs6774494, rs4601609, rs1713985, rs17036350, rs2283792, rs6068020
R-HSA-8948747	Regulation of PTEN localization	rs5742915
R-HSA-8943723	Regulation of PTEN mRNA translation	rs9623117, rs139909, rs12484776
R-HSA-8948751	Regulation of PTEN stability and activity	rs4132509, rs831571, rs9357155
R-HSA-5658442	Regulation of RAS by GAPs	rs831571, rs7025486, rs2032794, rs1876518, rs9357155
R-HSA-8934593	Regulation of RUNX1 Expression and Activity	rs9623117, rs139909, rs5742915, rs3218097, rs2282978, rs11968166, rs12484776, rs445, rs11611647, rs4238010
R-HSA-8939902	Regulation of RUNX2 expression and activity	rs32579, rs831571, rs967417, rs6902771, rs1999805, rs543650, rs2504063, rs9357155
R-HSA-8941858	Regulation of RUNX3 expression and activity	rs831571, rs10903122, rs9357155
R-HSA-5633007	Regulation of TP53 Activity	rs5742915, rs2244012, rs2718812, rs11661542, rs710521, rs3768716, rs7805747, rs690705, rs3764640, rs7795096, rs4843747, rs4132509, rs2069408, rs6435862, rs17036350, rs1547014, rs896854, rs7610017, rs10937405, rs6009824, rs12143943, rs730566, rs738722, rs1801516
R-HSA-1234158	Regulation of gene expression by Hypoxia-inducible Factor	rs7579899, rs9472138
R-HSA-9614399	Regulation of localization of FOXO transcription factors	rs2153960, rs9480865, rs4132509, rs2755237, rs4660531
R-HSA-204174	Regulation of pyruvate dehydrogenase (PDH) complex	
R-HSA-912631	Regulation of signaling by CBL	rs290986
R-HSA-350864	Regulation of thyroid hormone activity	
R-HSA-111457	Release of apoptotic factors from the mitochondria	rs210134, rs210138
R-HSA-159782	Removal of aminoterminal propeptides from gamma-carboxylated proteins	
R-HSA-2500257	Resolution of Sister Chromatid Cohesion	rs1493682, rs4906172, rs438034, rs11158493, rs990324, rs1007738
R-HSA-177504	Retrograde neurotrophin signalling	rs1755289, rs2502731, rs10810865, rs1011731, rs678962
R-HSA-888593	Reuptake of GABA	rs9990174, rs10774021
R-HSA-72702	Ribosomal scanning and start codon recognition	rs16892766, rs12580100, rs12420464, rs2280401
R-HSA-5358747	S33 mutants of beta-catenin aren't phosphorylated	rs11158493
R-HSA-5358749	S37 mutants of beta-catenin aren't phosphorylated	rs11158493
R-HSA-5358751	S45 mutants of beta-catenin aren't phosphorylated	rs11158493
R-HSA-187577	SCF(Skp2)-mediated degradation of p27/p21	rs831571, rs10876993, rs8102137, rs2069408, rs1321311, rs9357155
R-HSA-2428933	SHC-related events triggered by IGF1R	rs1004446, rs5742692
R-HSA-111469	SMAC, XIAP-regulated apoptotic response	
R-HSA-3315487	SMAD2/3 MH2 Domain Mutants in Cancer	rs744910
R-HSA-3304356	SMAD2/3 Phosphorylation Motif Mutants in Cancer	rs744910
R-HSA-2173796	SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	rs4939827, rs9642880, rs1063192, rs744910
R-HSA-3311021	SMAD4 MH2 Domain Mutants in Cancer	rs744910
R-HSA-3249367	STAT6-mediated induction of chemokines	rs1059513, rs167769
R-HSA-3065676	SUMO is conjugated to E1 (UBA2:SAE1)	rs307896
R-HSA-3065679	SUMO is proteolytically processed	
R-HSA-3065678	SUMO is transferred from E1 to E2 (UBE2I, UBC9)	rs307896
R-HSA-3108214	SUMOylation of DNA damage response and repair proteins	rs3219090, rs5742915, rs12913832, rs4294134, rs1667394, rs12199222
R-HSA-4655427	SUMOylation of DNA methylation proteins	
R-HSA-4615885	SUMOylation of DNA replication proteins	rs4294134, rs12199222
R-HSA-4570464	SUMOylation of RNA binding proteins	rs4294134, rs12199222
R-HSA-4085377	SUMOylation of SUMOylation proteins	rs4294134, rs12199222
R-HSA-4551638	SUMOylation of chromatin organization proteins	rs4294134, rs1992950, rs12199222
R-HSA-4755510	SUMOylation of immune response proteins	rs8016947
R-HSA-4090294	SUMOylation of intracellular receptors	rs7120118, rs809736, rs340029, rs1490453, rs6625163, rs9310736, rs6902771, rs1999805, rs3790844, rs339969, rs543650, rs3784609, rs3743266, rs2504063, rs5031002, rs5919432, rs11071559
R-HSA-3899300	SUMOylation of transcription cofactors	rs2229741, rs12423712, rs8028182
R-HSA-3232118	SUMOylation of transcription factors	rs987237, rs7647307
R-HSA-3232142	SUMOylation of ubiquitinylation proteins	rs4294134, rs5742915, rs12199222
R-HSA-416572	Sema4D induced cell migration and growth-cone collapse	rs4821469, rs735854
R-HSA-416550	Sema4D mediated inhibition of cell attachment and migration	rs10243024
R-HSA-3282872	Severe congenital neutropenia type 4 (G6PC3)	
R-HSA-74749	Signal attenuation	rs7111341, rs12540874, rs2943641, rs891088, rs2115386, rs2283792, rs7578326
R-HSA-8853334	Signaling by FGFR3 fusions in cancer	rs10748128, rs3805236
R-HSA-8853338	Signaling by FGFR3 point mutants in cancer	rs10748128, rs3805236, rs1458038, rs152528
R-HSA-198765	Signalling to ERK5	rs2241423, rs12593813
R-HSA-187687	Signalling to ERKs	rs7587928, rs10748128, rs2283792, rs4130047, rs8085804
R-HSA-198745	Signalling to STAT3	rs744166
R-HSA-1614517	Sulfide oxidation to sulfate	
R-HSA-2142816	Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE)	rs2472304, rs4086116, rs12767583, rs10509680, rs2108622, rs2185570, rs2470893, rs1057910
R-HSA-2142712	Synthesis of 12-eicosatetraenoic acid derivatives	
R-HSA-2142770	Synthesis of 15-eicosatetraenoic acid derivatives	
R-HSA-2142688	Synthesis of 5-eicosatetraenoic acids	rs854555
R-HSA-1483076	Synthesis of CL	
R-HSA-2142696	Synthesis of Hepoxilins (HX) and Trioxilins (TrX)	
R-HSA-2142691	Synthesis of Leukotrienes (LT) and Eoxins (EX)	rs255049, rs2108622, rs5751901, rs255052
R-HSA-1483166	Synthesis of PA	rs4664308, rs7435, rs2285714
R-HSA-1483191	Synthesis of PC	rs494620, rs1857353, rs10460009, rs2736428
R-HSA-1483213	Synthesis of PE	rs10460009
R-HSA-1483148	Synthesis of PG	rs4129767
R-HSA-1483226	Synthesis of PI	
R-HSA-1483248	Synthesis of PIPs at the ER membrane	
R-HSA-1660514	Synthesis of PIPs at the Golgi membrane	
R-HSA-1660516	Synthesis of PIPs at the early endosome membrane	rs2302189
R-HSA-1660517	Synthesis of PIPs at the late endosome membrane	rs2302189
R-HSA-1660499	Synthesis of PIPs at the plasma membrane	rs12537, rs6585827
R-HSA-8847453	Synthesis of PIPs in the nucleus	
R-HSA-1483101	Synthesis of PS	
R-HSA-2162123	Synthesis of Prostaglandins (PG) and Thromboxanes (TX)	
R-HSA-192105	Synthesis of bile acids and bile salts	rs9635963, rs16856332, rs552976
R-HSA-2142670	Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)	rs2472304, rs4086116, rs12767583, rs10509680, rs2185570, rs2470893, rs1057910
R-HSA-446219	Synthesis of substrates in N-glycan biosythesis	rs9378688, rs2216228, rs2236653, rs10873876, rs10743430, rs10937275, rs11220462, rs16861329
R-HSA-75876	Synthesis of very long-chain fatty acyl-CoAs	rs3734398
R-HSA-5358752	T41 mutants of beta-catenin aren't phosphorylated	rs11158493
R-HSA-6791462	TALDO1 deficiency: failed conversion of  Fru(6)P, E4P to SH7P, GA3P	
R-HSA-6791055	TALDO1 deficiency: failed conversion of SH7P, GA3P to Fru(6)P, E4P	
R-HSA-8866911	TFAP2 (AP-2) family regulates transcription of cell cycle factors	rs9642880, rs1321311
R-HSA-8866910	TFAP2 (AP-2) family regulates transcription of growth factors and their receptors	rs987237, rs9472138, rs11979158, rs543650, rs2504063, rs6902771, rs454305, rs1999805
R-HSA-8866906	TFAP2 (AP-2) family regulates transcription of other transcription factors	
R-HSA-8869496	TFAP2A acts as a transcriptional repressor during retinoic acid induced cell differentiation	
R-HSA-3656532	TGFBR1 KD Mutants in Cancer	rs744910
R-HSA-3656535	TGFBR1 LBD Mutants in Cancer	
R-HSA-3645790	TGFBR2 Kinase Domain Mutants in Cancer	
R-HSA-3642279	TGFBR2 MSI Frameshift Mutants in Cancer	
R-HSA-168927	TICAM1, RIP1-mediated IKK complex recruitment	rs16912145
R-HSA-9014325	TICAM1,TRAF6-dependent induction of TAK1 complex	rs968451, rs2413583
R-HSA-9013973	TICAM1-dependent activation of IRF3/IRF7	rs10133111
R-HSA-9013957	TLR3-mediated TICAM1-dependent programmed cell death	
R-HSA-5628897	TP53 Regulates Metabolic Genes	rs9623117, rs139909, rs7610017, rs10937405, rs12484776, rs4132509, rs710521, rs7805747, rs694739, rs7795096, rs17036350
R-HSA-6791312	TP53 Regulates Transcription of Cell Cycle Genes	rs2069408, rs1321311, rs8102137
R-HSA-5633008	TP53 Regulates Transcription of Cell Death Genes	rs2234978, rs7610017, rs13278062, rs10937405, rs710521, rs896854, rs1801516
R-HSA-6796648	TP53 Regulates Transcription of DNA Repair Genes	rs4601609, rs6761, rs1801516
R-HSA-174417	Telomere C-strand (Lagging Strand) Synthesis	rs690705, rs2277339
R-HSA-171319	Telomere Extension By Telomerase	rs2736100, rs2853676
R-HSA-977068	Termination of O-glycan biosynthesis	rs4072037, rs2236653, rs10873876, rs10937275, rs11220462, rs1109501, rs16861329
R-HSA-844615	The AIM2 inflammasome	
R-HSA-844623	The IPAF inflammasome	
R-HSA-844455	The NLRP1 inflammasome	
R-HSA-844456	The NLRP3 inflammasome	rs7665090, rs1539019
R-HSA-167826	The fatty acid cycling model	
R-HSA-167827	The proton buffering model	
R-HSA-8852276	The role of GTSE1 in G2/M progression after G2 checkpoint	rs9357155, rs831571, rs1321311
R-HSA-164952	The role of Nef in HIV-1 replication and disease pathogenesis	rs169082, rs11984075, rs2084385, rs13230047, rs6547705, rs864537, rs10488031, rs2056626, rs741301, rs2860580
R-HSA-1222538	Tolerance by Mtb to nitric oxide produced by macrophages	
R-HSA-1222387	Tolerance of reactive oxygen produced by macrophages	
R-HSA-168179	Toll Like Receptor TLR1:TLR2 Cascade	rs2413583, rs13236689, rs8016947, rs2076756, rs1366594, rs968451, rs9302752, rs2070600, rs2283792, rs17291650, rs40457, rs4601609, rs398652, rs5743289, rs889312, rs7665090, rs16886165, rs11618202
R-HSA-168188	Toll Like Receptor TLR6:TLR2 Cascade	rs2413583, rs13236689, rs8016947, rs2076756, rs1366594, rs968451, rs9302752, rs2070600, rs2283792, rs17291650, rs40457, rs4601609, rs398652, rs5743289, rs889312, rs7665090, rs16886165, rs11618202
R-HSA-5250968	Toxicity of botulinum toxin type A (BoNT/A)	
R-HSA-5250958	Toxicity of botulinum toxin type B (BoNT/B)	
R-HSA-5250971	Toxicity of botulinum toxin type C (BoNT/C)	
R-HSA-5250955	Toxicity of botulinum toxin type D (BoNT/D)	
R-HSA-5250992	Toxicity of botulinum toxin type E (BoNT/E)	
R-HSA-5250981	Toxicity of botulinum toxin type F (BoNT/F)	
R-HSA-5250989	Toxicity of botulinum toxin type G (BoNT/G)	
R-HSA-5250982	Toxicity of tetanus toxin (TeNT)	
R-HSA-399719	Trafficking of AMPA receptors	rs3889237, rs183211, rs1127065, rs199533, rs12658202
R-HSA-1362277	Transcription of E2F targets under negative control by DREAM complex	rs7158173, rs9642880
R-HSA-1362300	Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1	
R-HSA-166020	Transfer of LPS from LBP carrier to CD14	
R-HSA-159231	Transport of Mature mRNA Derived from an Intronless Transcript	rs4294134, rs12199222
R-HSA-168271	Transport of Ribonucleoproteins into the Host Nucleus	rs4294134, rs12199222
R-HSA-159763	Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus	
R-HSA-159230	Transport of the SLBP Dependant Mature mRNA	rs4294134, rs12199222
R-HSA-159227	Transport of the SLBP independent Mature mRNA	rs4294134, rs12199222
R-HSA-5467348	Truncations of AMER1 destabilize the destruction complex	rs11158493
R-HSA-427589	Type II Na+/Pi cotransporters	rs6420094
R-HSA-69229	Ubiquitin-dependent degradation of Cyclin D1	rs10876993, rs831571, rs9357155
R-HSA-438066	Unblocking of NMDA receptors, glutamate binding and activation	rs4764043, rs3885683, rs4764039, rs1127065, rs10501570, rs12658202, rs17148090, rs2160519, rs10898392
R-HSA-195399	VEGF binds to VEGFR leading to receptor dimerization	rs17086609, rs9472138
R-HSA-5218921	VEGFR2 mediated cell proliferation	rs3753242, rs3889237, rs2032794, rs999943, rs9472138, rs2306677
R-HSA-5218920	VEGFR2 mediated vascular permeability	rs17036350, rs3780792, rs2084385, rs4132509, rs3807989, rs12344583, rs6051520
R-HSA-180585	Vif-mediated degradation of APOBEC3G	rs831571, rs9357155
R-HSA-168268	Virus Assembly and Release	
R-HSA-2187338	Visual phototransduction	rs1574192, rs2228671, rs11668477, rs6511720, rs2250417, rs6754295, rs16946160, rs1466535, rs541041, rs1667255, rs10096633, rs11172113, rs2083637, rs673548, rs693, rs9523762, rs12367822, rs830998, rs2352028, rs2544390, rs3889237, rs1008953, rs12678919, rs8002779
R-HSA-211916	Vitamins	rs2068888, rs2248359
R-HSA-180534	Vpu mediated degradation of CD4	rs831571, rs9357155
R-HSA-5140745	WNT5A-dependent internalization of FZD2, FZD5 and ROR2	
R-HSA-5099900	WNT5A-dependent internalization of FZD4	rs3889237
